date,repeat_idx,window_idx,year,strategy_ret
1990-10-31,3,10,1990,0.04982118257627721
1990-11-30,3,10,1990,0.05637475790758862
1990-12-31,3,10,1990,0.09801679716116685
1991-01-31,3,11,1991,-0.049509670522702984
1991-02-28,3,11,1991,0.020614001037405818
1991-03-31,3,11,1991,0.03430911327789511
1991-04-30,3,11,1991,0.036352768791198045
1991-05-31,3,11,1991,0.06143337926466687
1991-06-30,3,11,1991,0.029507950635572447
1991-07-31,3,11,1991,0.03389821543915324
1991-08-31,3,11,1991,0.026573354493979684
1991-09-30,3,11,1991,0.023718583490760538
1991-10-31,3,11,1991,0.009770690436653285
1991-11-30,3,11,1991,-0.005065662616147252
1991-12-31,3,11,1991,0.0749493979004355
1992-01-31,3,12,1992,-0.04239013156819776
1992-02-29,3,12,1992,0.03022195666452386
1992-03-31,3,12,1992,0.047676379432547565
1992-04-30,3,12,1992,0.04287432964260764
1992-05-31,3,12,1992,0.03603399810262065
1992-06-30,3,12,1992,0.02145899171279944
1992-07-31,3,12,1992,0.02891116827790655
1992-08-31,3,12,1992,0.0287416132664558
1992-09-30,3,12,1992,0.019790076089667846
1992-10-31,3,12,1992,0.03358029026024395
1992-11-30,3,12,1992,0.03354918473826961
1992-12-31,3,12,1992,0.018243090176598573
1993-01-31,3,13,1993,0.03654063166108239
1993-02-28,3,13,1993,0.05235441112702627
1993-03-31,3,13,1993,0.017797372400424016
1993-04-30,3,13,1993,0.025044589863227492
1993-05-31,3,13,1993,0.006642219103742889
1993-06-30,3,13,1993,0.05033321405455061
1993-07-31,3,13,1993,0.012029217601833429
1993-08-31,3,13,1993,0.0137194214741307
1993-09-30,3,13,1993,0.0062634632323097655
1993-10-31,3,13,1993,-0.0014822294550325714
1993-11-30,3,13,1993,0.040242222781747834
1993-12-31,3,13,1993,0.05422335140590253
1994-01-31,3,14,1994,0.02994148836925637
1994-02-28,3,14,1994,0.029273985350439544
1994-03-31,3,14,1994,0.008762629898206212
1994-04-30,3,14,1994,0.030070677197159376
1994-05-31,3,14,1994,0.032210678565899035
1994-06-30,3,14,1994,0.023532153656305156
1994-07-31,3,14,1994,0.02443056238636472
1994-08-31,3,14,1994,0.05384671043608494
1994-09-30,3,14,1994,0.03732563031476706
1994-10-31,3,14,1994,0.03773650735364968
1994-11-30,3,14,1994,0.01623404883698801
1994-12-31,3,14,1994,0.05161783473342576
1995-01-31,3,15,1995,0.0077535854769230465
1995-02-28,3,15,1995,0.02582826160169053
1995-03-31,3,15,1995,0.035483808466509136
1995-04-30,3,15,1995,0.024869887993695668
1995-05-31,3,15,1995,0.0121559523859353
1995-06-30,3,15,1995,0.01129376610014142
1995-07-31,3,15,1995,0.02615157621511107
1995-08-31,3,15,1995,0.005116064731857059
1995-09-30,3,15,1995,0.015741923569443785
1995-10-31,3,15,1995,0.033618284232932893
1995-11-30,3,15,1995,0.030965423092991745
1995-12-31,3,15,1995,0.015983599912185953
1996-01-31,3,16,1996,0.03839039851923558
1996-02-29,3,16,1996,0.05200818706196903
1996-03-31,3,16,1996,0.011215992220062521
1996-04-30,3,16,1996,0.013984435820588679
1996-05-31,3,16,1996,0.025877538561566805
1996-06-30,3,16,1996,0.06514090888033632
1996-07-31,3,16,1996,0.032244093366700935
1996-08-31,3,16,1996,0.016030569204441833
1996-09-30,3,16,1996,0.042534651463992094
1996-10-31,3,16,1996,0.047485292000201226
1996-11-30,3,16,1996,0.039233313804855494
1996-12-31,3,16,1996,0.031156821285161233
1997-01-31,3,17,1997,0.02043875476488277
1997-02-28,3,17,1997,0.026599141000877194
1997-03-31,3,17,1997,0.03787078076065902
1997-04-30,3,17,1997,0.05143885507934491
1997-05-31,3,17,1997,0.029842773638322176
1997-06-30,3,17,1997,0.04223003429722424
1997-07-31,3,17,1997,0.00656467653270114
1997-08-31,3,17,1997,-0.001173110447119837
1997-09-30,3,17,1997,-0.0073444540929359595
1997-10-31,3,17,1997,0.04834327793957791
1997-11-30,3,17,1997,0.047753907793391864
1997-12-31,3,17,1997,0.03265965309656524
1998-01-31,3,18,1998,0.01013107324086756
1998-02-28,3,18,1998,0.030637749239418543
1998-03-31,3,18,1998,0.027456831994870767
1998-04-30,3,18,1998,0.023038459324291542
1998-05-31,3,18,1998,0.021651470620417303
1998-06-30,3,18,1998,0.04705795093377736
1998-07-31,3,18,1998,0.032920945581730615
1998-08-31,3,18,1998,0.03349396750166171
1998-09-30,3,18,1998,0.03730619631558998
1998-10-31,3,18,1998,0.026093394786302345
1998-11-30,3,18,1998,-0.0007417766707144453
1998-12-31,3,18,1998,0.06350078847403
1999-01-31,3,19,1999,0.027106473677473455
1999-02-28,3,19,1999,0.042644542782482926
1999-03-31,3,19,1999,0.023892429764122793
1999-04-30,3,19,1999,0.03201386057701646
1999-05-31,3,19,1999,0.044137881634348154
1999-06-30,3,19,1999,0.05311955085629251
1999-07-31,3,19,1999,0.03026688409823517
1999-08-31,3,19,1999,0.027530839994388587
1999-09-30,3,19,1999,0.012839494098610668
1999-10-31,3,19,1999,0.05766226670010777
1999-11-30,3,19,1999,0.015605178727953554
1999-12-31,3,19,1999,-0.010316073415528162
2000-01-31,3,20,2000,0.051428261655637415
2000-02-29,3,20,2000,0.11462905479615532
2000-03-31,3,20,2000,0.06220568068787257
2000-04-30,3,20,2000,0.05000787550216557
2000-05-31,3,20,2000,0.03581440209060438
2000-06-30,3,20,2000,0.022746874182733946
2000-07-31,3,20,2000,0.011412138860497443
2000-08-31,3,20,2000,0.06684753195286604
2000-09-30,3,20,2000,0.0589228746078616
2000-10-31,3,20,2000,0.01960251840622118
2000-11-30,3,20,2000,0.011029260110475145
2000-12-31,3,20,2000,0.02928734713035947
2001-01-31,3,21,2001,-0.11791736510564056
2001-02-28,3,21,2001,0.0565849729542398
2001-03-31,3,21,2001,0.048365167750318516
2001-04-30,3,21,2001,0.019704189035943887
2001-05-31,3,21,2001,0.022237893615005597
2001-06-30,3,21,2001,0.037884358172945005
2001-07-31,3,21,2001,0.03492501286978087
2001-08-31,3,21,2001,0.003586588367907339
2001-09-30,3,21,2001,0.03639445439839797
2001-10-31,3,21,2001,-0.020000412755061977
2001-11-30,3,21,2001,-0.03392282542588325
2001-12-31,3,21,2001,-0.0002888733804627657
2002-01-31,3,22,2002,0.06016425330302751
2002-02-28,3,22,2002,-0.018217239465016348
2002-03-31,3,22,2002,0.035019720247879
2002-04-30,3,22,2002,0.0038083394692422145
2002-05-31,3,22,2002,0.0018643739949920856
2002-06-30,3,22,2002,-0.029580730289029356
2002-07-31,3,22,2002,-0.03933281844747784
2002-08-31,3,22,2002,0.05186807022327283
2002-09-30,3,22,2002,-0.018648502923684758
2002-10-31,3,22,2002,0.06360759619130728
2002-11-30,3,22,2002,0.015718049214835828
2002-12-31,3,22,2002,-0.02370163977469533
2003-01-31,3,23,2003,0.06183143914772019
2003-02-28,3,23,2003,0.01540277972422567
2003-03-31,3,23,2003,0.012454764338560211
2003-04-30,3,23,2003,0.02071323638729854
2003-05-31,3,23,2003,0.00639088282485778
2003-06-30,3,23,2003,0.046212653316765134
2003-07-31,3,23,2003,0.03573317014393099
2003-08-31,3,23,2003,0.050808163256994755
2003-09-30,3,23,2003,0.037378581045427677
2003-10-31,3,23,2003,0.055531183998288165
2003-11-30,3,23,2003,0.031785368151054275
2003-12-31,3,23,2003,0.020956150740410625
2004-01-31,3,24,2004,0.037062577160357525
2004-02-29,3,24,2004,0.025729511514343193
2004-03-31,3,24,2004,0.03672873440494813
2004-04-30,3,24,2004,0.026184260498558872
2004-05-31,3,24,2004,0.014659368650800645
2004-06-30,3,24,2004,0.015015637387046914
2004-07-31,3,24,2004,0.009681793559571964
2004-08-31,3,24,2004,0.023063522757965926
2004-09-30,3,24,2004,0.037666981630717106
2004-10-31,3,24,2004,0.029224998799851416
2004-11-30,3,24,2004,0.0844407488291312
2004-12-31,3,24,2004,0.02199106644400243
2005-01-31,3,25,2005,0.03606366648583845
2005-02-28,3,25,2005,0.038315681472907245
2005-03-31,3,25,2005,0.04725234851530563
2005-04-30,3,25,2005,0.004331163653066064
2005-05-31,3,25,2005,0.015011938162287563
2005-06-30,3,25,2005,0.021435889016241827
2005-07-31,3,25,2005,0.0022305671711586755
2005-08-31,3,25,2005,0.01176316708870015
2005-09-30,3,25,2005,0.010591864495899998
2005-10-31,3,25,2005,0.012368788355870942
2005-11-30,3,25,2005,0.041027214591911366
2005-12-31,3,25,2005,0.006752922858395701
2006-01-31,3,26,2006,0.026274975380122342
2006-02-28,3,26,2006,-0.008307193302717772
2006-03-31,3,26,2006,0.015972497900541165
2006-04-30,3,26,2006,0.034026876386937514
2006-05-31,3,26,2006,0.009228237796175862
2006-06-30,3,26,2006,0.014859493067588509
2006-07-31,3,26,2006,0.031395439776345895
2006-08-31,3,26,2006,0.013865594474770707
2006-09-30,3,26,2006,0.016460382866511972
2006-10-31,3,26,2006,0.01943359955607291
2006-11-30,3,26,2006,0.007698955875096448
2006-12-31,3,26,2006,0.007859725772083465
2007-01-31,3,27,2007,0.055071320619168196
2007-02-28,3,27,2007,0.023070713489940654
2007-03-31,3,27,2007,0.010372683533247426
2007-04-30,3,27,2007,0.013288708487445755
2007-05-31,3,27,2007,0.01536745836037887
2007-06-30,3,27,2007,0.025008766057995766
2007-07-31,3,27,2007,0.030958290475856638
2007-08-31,3,27,2007,0.0152584132322568
2007-09-30,3,27,2007,0.011868109315192334
2007-10-31,3,27,2007,0.0040627451073502185
2007-11-30,3,27,2007,-0.037289515675339786
2007-12-31,3,27,2007,-0.018409985428565416
2008-01-31,3,28,2008,-0.005678553128593146
2008-02-29,3,28,2008,0.04602582199913805
2008-03-31,3,28,2008,0.005834476060922437
2008-04-30,3,28,2008,-0.00031756169215327464
2008-05-31,3,28,2008,0.028595970342848224
2008-06-30,3,28,2008,0.008360737057250508
2008-07-31,3,28,2008,-0.03297260250558929
2008-08-31,3,28,2008,-0.00897759048656647
2008-09-30,3,28,2008,-0.058012836650157
2008-10-31,3,28,2008,0.019718309632451435
2008-11-30,3,28,2008,0.004373567855209151
2008-12-31,3,28,2008,0.053535115807968055
2009-01-31,3,29,2009,0.01111667218938752
2009-02-28,3,29,2009,-0.00016659972962775743
2009-03-31,3,29,2009,0.010958659075470169
2009-04-30,3,29,2009,-0.008943572138238707
2009-05-31,3,29,2009,-0.007942784272507542
2009-06-30,3,29,2009,0.05610153539271506
2009-07-31,3,29,2009,-0.009894996789545548
2009-08-31,3,29,2009,0.021304174181078852
2009-09-30,3,29,2009,0.0435929222005586
2009-10-31,3,29,2009,0.030855293032600536
2009-11-30,3,29,2009,0.04355368344498549
2009-12-31,3,29,2009,0.046299893722101734
2011-01-31,3,31,2011,0.08760867312073296
2011-02-28,3,31,2011,0.01809559619012194
2011-03-31,3,31,2011,0.04407608435181812
2011-04-30,3,31,2011,0.006884820092263478
2011-05-31,3,31,2011,0.016209149401120296
2011-06-30,3,31,2011,0.028719792080001756
2011-07-31,3,31,2011,0.02537381458628192
2011-08-31,3,31,2011,0.024301334737826842
2011-09-30,3,31,2011,0.0203924681005111
2011-10-31,3,31,2011,0.01810721105216837
2011-11-30,3,31,2011,0.010757169162645002
2011-12-31,3,31,2011,-0.004364679041483103
2012-01-31,3,32,2012,0.031581535693216305
2012-02-29,3,32,2012,0.006387040195455008
2012-03-31,3,32,2012,0.017143401049471377
2012-04-30,3,32,2012,0.0229780081923606
2012-05-31,3,32,2012,-0.0017116741173568127
2012-06-30,3,32,2012,-0.011994193793532785
2012-07-31,3,32,2012,0.01465395374149515
2012-08-31,3,32,2012,0.015590396732168388
2012-09-30,3,32,2012,0.0002464628545885507
2012-10-31,3,32,2012,0.049612038826205615
2012-11-30,3,32,2012,0.012860410038523623
2012-12-31,3,32,2012,0.014817697594769573
2013-01-31,3,33,2013,0.07175415731870557
2013-02-28,3,33,2013,0.031052665742106998
2013-03-31,3,33,2013,-0.018174035254744897
2013-04-30,3,33,2013,0.00803897483576582
2013-05-31,3,33,2013,0.028300617623484594
2013-06-30,3,33,2013,0.0019601213825683824
2013-07-31,3,33,2013,0.035978914032905464
2013-08-31,3,33,2013,0.0017629939683028706
2013-09-30,3,33,2013,-0.0004522853440555854
2013-10-31,3,33,2013,0.05610984818109291
2013-11-30,3,33,2013,0.02838373940719668
2013-12-31,3,33,2013,0.0020193266096397073
2014-01-31,3,34,2014,0.029832075099689614
2014-02-28,3,34,2014,0.01544056413597137
2014-03-31,3,34,2014,0.0347830781523115
2014-04-30,3,34,2014,0.023838599439648975
2014-05-31,3,34,2014,0.022134839434728056
2014-06-30,3,34,2014,-0.02952969309236593
2014-07-31,3,34,2014,0.059635218834437564
2014-08-31,3,34,2014,0.012826559307534421
2014-09-30,3,34,2014,0.038639307319939795
2014-10-31,3,34,2014,0.037672323580331325
2014-11-30,3,34,2014,0.02380708272070582
2014-12-31,3,34,2014,-0.015653049266436337
2015-01-31,3,35,2015,0.03304590119851912
2015-02-28,3,35,2015,-0.003840167818179834
2015-03-31,3,35,2015,-0.006454440074772137
2015-04-30,3,35,2015,-0.003207533901918117
2015-05-31,3,35,2015,0.017233175144479033
2015-06-30,3,35,2015,0.006599729004837192
2015-07-31,3,35,2015,0.015025582809868569
2015-08-31,3,35,2015,0.02715147240256947
2015-09-30,3,35,2015,0.01993935357075843
2015-10-31,3,35,2015,0.006918243197044379
2015-11-30,3,35,2015,-0.002206415712654929
2015-12-31,3,35,2015,0.007882245616766974
2016-01-31,3,36,2016,0.037227674825465004
2016-02-29,3,36,2016,0.008483845636870853
2016-03-31,3,36,2016,0.031042325496148482
2016-04-30,3,36,2016,-0.017412575219710374
2016-05-31,3,36,2016,0.023894682184712402
2016-06-30,3,36,2016,0.050296474678613305
2016-07-31,3,36,2016,0.06271102200610844
2016-08-31,3,36,2016,-0.01172701925845943
2016-09-30,3,36,2016,-0.0076966151715700945
2016-10-31,3,36,2016,0.0036605956477490697
2016-11-30,3,36,2016,-0.00166045834807102
2016-12-31,3,36,2016,0.01180053397937382
2017-01-31,3,37,2017,0.04437782724754819
2017-02-28,3,37,2017,0.01795807511879645
2017-03-31,3,37,2017,0.004161658027973683
2017-04-30,3,37,2017,0.03290796548152183
2017-05-31,3,37,2017,0.022843773492819436
2017-06-30,3,37,2017,-0.0044786264987962095
2017-07-31,3,37,2017,-0.00025954956093186647
2017-08-31,3,37,2017,-0.029529193881503508
2017-09-30,3,37,2017,0.015009714775062017
2017-10-31,3,37,2017,0.04380079142007774
2017-11-30,3,37,2017,0.006816634276420731
2017-12-31,3,37,2017,-0.03045848493114501
2018-01-31,3,38,2018,0.03440634024156623
2018-02-28,3,38,2018,-0.025280726704898206
2018-03-31,3,38,2018,0.011887800673735202
2018-04-30,3,38,2018,-0.023324755415932916
2018-05-31,3,38,2018,-0.015249784814774714
2018-06-30,3,38,2018,0.009385338180768798
2018-07-31,3,38,2018,0.01523751115606509
2018-08-31,3,38,2018,-0.005459540758335411
2018-09-30,3,38,2018,-0.013727426881591372
2018-10-31,3,38,2018,-0.001836564405346952
2018-11-30,3,38,2018,-0.013328736092794585
2018-12-31,3,38,2018,-0.031698980966403736
2019-01-31,3,39,2019,0.05542730436660653
2019-02-28,3,39,2019,0.032992932957516
2019-03-31,3,39,2019,0.016955580410021202
2019-04-30,3,39,2019,0.02123397257102673
2019-05-31,3,39,2019,-0.03462249112527948
2019-06-30,3,39,2019,0.008073337882800817
2019-07-31,3,39,2019,0.020666350854640046
2019-08-31,3,39,2019,0.016375534990703787
2019-09-30,3,39,2019,-0.008914439876817283
2019-10-31,3,39,2019,0.04133156124924046
2019-11-30,3,39,2019,0.012038740613212912
2019-12-31,3,39,2019,-0.008336090309829979
2020-01-31,3,40,2020,0.02892835339776126
2020-02-29,3,40,2020,0.0075961087478076325
2020-03-31,3,40,2020,-0.01952677813377328
2020-04-30,3,40,2020,-0.0015692123779029819
2020-05-31,3,40,2020,-0.05108970502991812
2020-06-30,3,40,2020,-0.0010587557120859995
2020-07-31,3,40,2020,-0.039811683323133215
2020-08-31,3,40,2020,0.04265743568454806
2020-09-30,3,40,2020,0.02191430757863997
2020-10-31,3,40,2020,0.05574120208025453
2020-11-30,3,40,2020,0.05136732623812644
2020-12-31,3,40,2020,-0.027439272928575717
2021-01-31,3,41,2021,0.011098424069669066
2021-02-28,3,41,2021,0.0014496348919039604
2021-03-31,3,41,2021,0.08093030587802895
2021-04-30,3,41,2021,0.06301681011030492
2021-05-31,3,41,2021,0.023167288700602
2021-06-30,3,41,2021,0.01883232756973597
2021-07-31,3,41,2021,0.080216593033515
2021-08-31,3,41,2021,-0.010935408822913295
2021-09-30,3,41,2021,-0.034705826981277846
2021-10-31,3,41,2021,0.08850887032338374
2021-11-30,3,41,2021,0.06480555945535595
2021-12-31,3,41,2021,0.08484051780619165
2022-01-31,3,42,2022,0.011584229848663603
2022-02-28,3,42,2022,-0.002210658585908764
2022-03-31,3,42,2022,0.04859955316342457
2022-04-30,3,42,2022,0.008369721275743846
2022-05-31,3,42,2022,-0.003950872863433511
2022-06-30,3,42,2022,-0.004478488527327164
2022-07-31,3,42,2022,0.0157492420747727
2022-08-31,3,42,2022,0.009627715484716226
2022-09-30,3,42,2022,-0.04630222054468436
2022-10-31,3,42,2022,0.02417096695020039
2022-11-30,3,42,2022,0.04032470114647216
2022-12-31,3,42,2022,0.007718926870852679
2023-01-31,3,43,2023,0.029326882062251623
2023-02-28,3,43,2023,-0.008138246767242525
2023-03-31,3,43,2023,-0.015242851012845515
2023-04-30,3,43,2023,0.018056861892461487
2023-05-31,3,43,2023,0.005273194629245809
2023-06-30,3,43,2023,0.05644874232084095
2023-07-31,3,43,2023,-0.004233499986799291
2023-08-31,3,43,2023,0.015047293981521277
2023-09-30,3,43,2023,-0.027987313705912006
2023-10-31,3,43,2023,-0.030269514510656285
2023-11-30,3,43,2023,0.10212311994221997
2023-12-31,3,43,2023,0.05862522445841007
2024-01-31,3,44,2024,0.0037074382121116524
2024-02-29,3,44,2024,0.021418831356077635
2024-03-31,3,44,2024,0.037153245315443104
2024-04-30,3,44,2024,-0.000141502107361565
2024-05-31,3,44,2024,0.07645698838796888
2024-06-30,3,44,2024,0.012216430101637282
2024-07-31,3,44,2024,0.024549006824805736
2024-08-31,3,44,2024,0.050777295818235764
2024-09-30,3,44,2024,0.011111680825439948
2024-10-31,3,44,2024,-0.023815283291101837
2024-11-30,3,44,2024,0.018639862844027796
2024-12-31,3,44,2024,-0.014992663796734699
1981-01-31,4,1,1981,-0.04151717682973097
1981-02-28,4,1,1981,-0.025825180545306574
1981-03-31,4,1,1981,0.04185761437287996
1981-04-30,4,1,1981,0.05661133183480766
1981-05-31,4,1,1981,-0.013459858484633828
1981-06-30,4,1,1981,0.0541974342498914
1981-07-31,4,1,1981,-0.02222448541317351
1981-08-31,4,1,1981,-0.00420843823552796
1981-09-30,4,1,1981,-0.03951013959145372
1981-10-31,4,1,1981,0.015439249876134806
1981-11-30,4,1,1981,0.005510638780541896
1981-12-31,4,1,1981,0.05833065067078244
1982-01-31,4,2,1982,0.03452017937906132
1982-02-28,4,2,1982,0.027581594762439005
1982-03-31,4,2,1982,0.014811542940116397
1982-04-30,4,2,1982,0.029030953402498887
1982-05-31,4,2,1982,0.0027138878400236044
1982-06-30,4,2,1982,0.02522586179012796
1982-07-31,4,2,1982,0.020433158582610276
1982-08-31,4,2,1982,0.03662004014734624
1982-09-30,4,2,1982,0.08150643216116214
1982-10-31,4,2,1982,0.05102164486900285
1982-11-30,4,2,1982,0.00612199224224898
1982-12-31,4,2,1982,0.028670216245220946
1983-01-31,4,3,1983,0.05790803622160892
1983-02-28,4,3,1983,0.0537289163759884
1983-03-31,4,3,1983,0.02320249094839897
1983-04-30,4,3,1983,0.046497203841614224
1983-05-31,4,3,1983,-0.015833418877857976
1983-06-30,4,3,1983,0.044576046449004064
1983-07-31,4,3,1983,0.03561889738754956
1983-08-31,4,3,1983,0.04730707195083659
1983-09-30,4,3,1983,0.06190810018206906
1983-10-31,4,3,1983,0.02221354284417057
1983-11-30,4,3,1983,0.020897019575838314
1983-12-31,4,3,1983,0.025380103263692128
1984-01-31,4,4,1984,-0.0071132763603470265
1984-02-29,4,4,1984,-0.008696507331286794
1984-03-31,4,4,1984,0.04388969497202278
1984-04-30,4,4,1984,0.041923561601058305
1984-05-31,4,4,1984,0.02901316427705128
1984-06-30,4,4,1984,0.029385718721651858
1984-07-31,4,4,1984,0.01592830842119043
1984-08-31,4,4,1984,0.01768707479435539
1984-09-30,4,4,1984,0.021917422483775095
1984-10-31,4,4,1984,0.01844331078526715
1984-11-30,4,4,1984,0.03545810008287587
1984-12-31,4,4,1984,0.039065625524144956
1985-01-31,4,5,1985,-0.025546735056811164
1985-02-28,4,5,1985,0.04309376701141237
1985-03-31,4,5,1985,0.053791606403528175
1985-04-30,4,5,1985,0.02392211243229054
1985-05-31,4,5,1985,0.03183811787119233
1985-06-30,4,5,1985,0.034139982282989485
1985-07-31,4,5,1985,-0.010439324523910321
1985-08-31,4,5,1985,0.01206812147368432
1985-09-30,4,5,1985,0.03239160208359056
1985-10-31,4,5,1985,0.022227107709724213
1985-11-30,4,5,1985,0.010718653817966085
1985-12-31,4,5,1985,0.034569610385573456
1986-01-31,4,6,1986,0.017413634736080767
1986-02-28,4,6,1986,0.03152453592954596
1986-03-31,4,6,1986,0.004822639707544
1986-04-30,4,6,1986,0.01625577194611548
1986-05-31,4,6,1986,-0.014484986496681652
1986-06-30,4,6,1986,0.02306969526061167
1986-07-31,4,6,1986,0.01725209629243885
1986-08-31,4,6,1986,0.02988591904312837
1986-09-30,4,6,1986,0.015756519386513023
1986-10-31,4,6,1986,0.022845288414645722
1986-11-30,4,6,1986,0.014850078788588595
1986-12-31,4,6,1986,0.023294862290724944
1987-01-31,4,7,1987,0.05592847352949439
1987-02-28,4,7,1987,0.037478094193380315
1987-03-31,4,7,1987,0.017189324832453893
1987-04-30,4,7,1987,0.03153954792313224
1987-05-31,4,7,1987,0.008943912289123446
1987-06-30,4,7,1987,0.0238359064288866
1987-07-31,4,7,1987,0.017973051688759813
1987-08-31,4,7,1987,0.06108215132177884
1987-09-30,4,7,1987,0.011404940670476362
1987-10-31,4,7,1987,-0.031274957912907936
1987-11-30,4,7,1987,0.028130822097129637
1987-12-31,4,7,1987,0.09690560323165408
1988-01-31,4,8,1988,-0.020156927124685864
1988-02-29,4,8,1988,-0.0008537040448818615
1988-03-31,4,8,1988,0.01807453725709003
1988-04-30,4,8,1988,0.026299154662435785
1988-05-31,4,8,1988,0.03859380539617469
1988-06-30,4,8,1988,0.0162332694883567
1988-07-31,4,8,1988,0.027183088810624926
1988-08-31,4,8,1988,0.028249548218143277
1988-09-30,4,8,1988,0.04430185998759824
1988-10-31,4,8,1988,0.009062557745145158
1988-11-30,4,8,1988,0.0044957714121472165
1988-12-31,4,8,1988,0.02521847933472232
1989-01-31,4,9,1989,0.059352251614023716
1989-02-28,4,9,1989,0.0028402458409661304
1989-03-31,4,9,1989,0.02738103032740395
1989-04-30,4,9,1989,0.022843800122102714
1989-05-31,4,9,1989,0.02183384175436637
1989-06-30,4,9,1989,0.047826196719387856
1989-07-31,4,9,1989,0.011285916897631133
1989-08-31,4,9,1989,-0.004900725066277574
1989-09-30,4,9,1989,0.026849679308791705
1989-10-31,4,9,1989,0.037371375229791004
1989-11-30,4,9,1989,0.036073418435770895
1989-12-31,4,9,1989,0.04532340478820478
1990-01-31,4,10,1990,0.04348563730514034
1990-02-28,4,10,1990,0.039633176834325
1990-03-31,4,10,1990,0.03363104348871827
1990-04-30,4,10,1990,0.04350195610288977
1990-05-31,4,10,1990,0.06082768878154868
1990-06-30,4,10,1990,0.03094715295703582
1990-07-31,4,10,1990,0.04560740403420563
1990-08-31,4,10,1990,0.05809064664556089
1990-09-30,4,10,1990,0.06155515609295004
1990-10-31,4,10,1990,0.02885592964409436
1990-11-30,4,10,1990,0.08413909717434555
1990-12-31,4,10,1990,0.06392171691621662
1991-01-31,4,11,1991,0.05720755065016079
1991-02-28,4,11,1991,0.021923990395080355
1991-03-31,4,11,1991,0.032431723959609624
1991-04-30,4,11,1991,0.036503025970030065
1991-05-31,4,11,1991,0.04983579957213069
1991-06-30,4,11,1991,0.025995538050793465
1991-07-31,4,11,1991,0.028754317148628288
1991-08-31,4,11,1991,0.024962748647818542
1991-09-30,4,11,1991,-0.021914471141793426
1991-10-31,4,11,1991,0.02520868203957043
1991-11-30,4,11,1991,-0.006541578753920273
1991-12-31,4,11,1991,0.05009532883830042
1992-01-31,4,12,1992,0.07010882771524236
1992-02-29,4,12,1992,0.08524346439072997
1992-03-31,4,12,1992,0.03817046189249045
1992-04-30,4,12,1992,0.06095609033369423
1992-05-31,4,12,1992,0.028356814796392852
1992-06-30,4,12,1992,0.03333853607812366
1992-07-31,4,12,1992,0.035701892923903134
1992-08-31,4,12,1992,0.023086469463192337
1992-09-30,4,12,1992,0.03790364137259121
1992-10-31,4,12,1992,0.03309478315097764
1992-11-30,4,12,1992,-0.003805449738083567
1992-12-31,4,12,1992,0.03590589879009629
1993-01-31,4,13,1993,0.10535564029301021
1993-02-28,4,13,1993,0.05867763492370398
1993-03-31,4,13,1993,0.011166612385737238
1993-04-30,4,13,1993,0.029529868965937463
1993-05-31,4,13,1993,0.0100955176133182
1993-06-30,4,13,1993,0.04108519588152766
1993-07-31,4,13,1993,0.028598926394325302
1993-08-31,4,13,1993,-0.0009247675183636326
1993-09-30,4,13,1993,0.020787448730793582
1993-10-31,4,13,1993,0.029709476302254123
1993-11-30,4,13,1993,0.052316964567789156
1993-12-31,4,13,1993,0.03375202399080419
1994-01-31,4,14,1994,0.03874051712488971
1994-02-28,4,14,1994,0.053052389310412784
1994-03-31,4,14,1994,0.03226658031616947
1994-04-30,4,14,1994,0.02564140936852343
1994-05-31,4,14,1994,0.032425723015822285
1994-06-30,4,14,1994,0.01623156602132301
1994-07-31,4,14,1994,0.011635606895593254
1994-08-31,4,14,1994,0.03084551215832786
1994-09-30,4,14,1994,0.014967515166407791
1994-10-31,4,14,1994,0.006191223564644886
1994-11-30,4,14,1994,0.012062015196421867
1994-12-31,4,14,1994,0.055609335560358776
1995-01-31,4,15,1995,0.034683772567608205
1995-02-28,4,15,1995,0.025017930271674964
1995-03-31,4,15,1995,0.04349615510525842
1995-04-30,4,15,1995,0.04776845864935608
1995-05-31,4,15,1995,0.008811142670155835
1995-06-30,4,15,1995,-0.018368523756590923
1995-07-31,4,15,1995,0.022690451266993716
1995-08-31,4,15,1995,0.00030364766780752433
1995-09-30,4,15,1995,0.018471945979426748
1995-10-31,4,15,1995,0.06566769609797182
1995-11-30,4,15,1995,0.032312965033318285
1995-12-31,4,15,1995,0.010530699495850813
1996-01-31,4,16,1996,0.051123404439107574
1996-02-29,4,16,1996,0.027625543298823656
1996-03-31,4,16,1996,0.010389561904944776
1996-04-30,4,16,1996,0.027267907568470886
1996-05-31,4,16,1996,0.03457660202205563
1996-06-30,4,16,1996,0.06749047449952333
1996-07-31,4,16,1996,0.03224194928198694
1996-08-31,4,16,1996,0.02352424099116615
1996-09-30,4,16,1996,0.04473637595760239
1996-10-31,4,16,1996,0.05516730271772226
1996-11-30,4,16,1996,0.05354697847296697
1996-12-31,4,16,1996,0.016075295723413045
1997-01-31,4,17,1997,0.023695896118005474
1997-02-28,4,17,1997,0.026940567523564635
1997-03-31,4,17,1997,0.03734427572180751
1997-04-30,4,17,1997,0.03113704594902139
1997-05-31,4,17,1997,0.03067655783567766
1997-06-30,4,17,1997,0.04439167368626182
1997-07-31,4,17,1997,0.015062327582179005
1997-08-31,4,17,1997,0.008282322752014867
1997-09-30,4,17,1997,-0.0037165133527795897
1997-10-31,4,17,1997,0.037340265672929994
1997-11-30,4,17,1997,0.04501140688656749
