repeat_idx,window_idx,year,best_lambda0_idx,best_lambda2_idx,best_lambda0,best_lambda2,best_portsN,valid_SR,train_SR_full,test_SR_full
7,42,2022,6,3,0.7,1e-07,50,0.5715768158374219,1.193844060799237,0.375802320411064
7,43,2023,7,4,0.9,1e-08,50,0.6194283150663019,1.264388202397689,0.2837063529619213
7,44,2024,7,2,0.9,1e-06,50,0.5534887760786791,1.2239770486094943,1.001554214109606
8,1,1981,1,4,0.0,1e-08,50,0.319125915968682,0.8835705918538328,0.4855337395751479
8,2,1982,1,4,0.0,1e-08,50,0.7432088078027148,1.459506177393145,1.357009306811386
8,3,1983,1,3,0.0,1e-07,50,0.8784708550216639,1.4296537704790055,1.5074018538427514
8,4,1984,1,3,0.0,1e-07,50,0.9068641697309472,1.4227841096472058,4.4407677005361945
8,5,1985,1,3,0.0,1e-07,50,1.0251962481545829,1.3925500581732717,1.697224472931306
8,6,1986,1,2,0.0,1e-06,50,1.2516181258270012,1.5552803510230218,1.8988447846674568
8,7,1987,1,1,0.0,1e-05,49,1.2717960657528409,1.5183289440031127,1.3681469970556432
8,8,1988,1,1,0.0,1e-05,26,1.410073109366271,1.1378771893403237,1.8879325080976963
8,9,1989,1,1,0.0,1e-05,27,1.3658425808819843,1.229015039493897,2.4774716543826534
8,10,1990,2,1,0.1,1e-05,26,1.382206932736969,1.2692992135262222,1.937056267232855
8,11,1991,4,1,0.3,1e-05,27,1.5029520385273092,1.3348688915085969,1.2086993474923229
8,12,1992,4,1,0.3,1e-05,27,1.6679286243428135,1.370148163471793,1.9117409415552828
8,13,1993,5,2,0.5,1e-06,31,1.7330046414902152,1.5717676816541115,1.560744281679538
8,14,1994,5,2,0.5,1e-06,43,1.6843426541392306,1.726413583445882,3.394462653132682
8,15,1995,4,4,0.3,1e-08,50,1.8055955585845669,1.999640996868696,1.333916030516543
8,16,1996,4,4,0.3,1e-08,48,1.8425616944133751,1.9397368086213955,1.2800804022387928
8,17,1997,1,3,0.0,1e-07,50,1.7442447489770645,1.992417680510293,1.3769779895280578
8,18,1998,1,1,0.0,1e-05,50,1.8046224505075024,2.088046742160052,1.9867165457237363
8,19,1999,1,2,0.0,1e-06,50,1.7241736226070925,2.29639121478172,1.0262957971455182
8,20,2000,1,4,0.0,1e-08,50,1.52885352242497,2.3189698426667973,0.7717305883204327
8,21,2001,3,4,0.2,1e-08,50,1.2765485360812558,2.3794141253377648,0.8815646924705408
8,23,2003,3,4,0.2,1e-08,50,0.8549616037226291,2.1383800231943724,0.7889528137420003
8,24,2004,2,3,0.1,1e-07,50,0.8155147956338994,2.1684574168737942,1.1767202396775536
8,25,2005,4,3,0.3,1e-07,50,0.7988864845819672,2.069092794939868,1.7859341532445436
8,26,2006,4,1,0.3,1e-05,50,0.7764833253457069,1.882696592188576,0.9110603845218672
8,27,2007,3,2,0.2,1e-06,50,0.7545068087172364,1.937210782006749,0.712799837288908
8,28,2008,4,3,0.3,1e-07,50,0.7141544672217841,2.008771037924344,0.6740722362726147
8,29,2009,4,3,0.3,1e-07,50,0.7549798715575677,1.8014533768785017,0.3271873425860019
8,30,2010,4,2,0.3,1e-06,50,0.6297532343559735,1.9136272288321616,0.3640768430739285
8,31,2011,5,3,0.5,1e-07,50,0.6663773053932069,1.8343476567828136,0.7979163599253768
8,32,2012,5,2,0.5,1e-06,50,0.6834863777081379,1.8972570982393488,0.6650906007847139
8,33,2013,4,4,0.3,1e-08,50,0.7184083667935992,1.8097370548942704,0.7829386121493822
8,34,2014,4,4,0.3,1e-08,50,0.6729586188834473,1.7475648262772758,1.1618942226486664
8,35,2015,3,4,0.2,1e-08,50,0.683419706247793,1.6960091006537434,0.8485634627716486
8,36,2016,2,4,0.1,1e-08,50,0.6534795659454145,1.6487883826408762,0.486683556996832
8,37,2017,1,2,0.0,1e-06,50,0.6507794301163572,1.629372952780619,0.4506692880675195
8,38,2018,3,4,0.2,1e-08,50,0.6310011532469616,1.5417268049564354,0.0709765187402661
8,39,2019,4,2,0.3,1e-06,50,0.5348381793333695,1.4971863542318966,1.0400833162877543
8,40,2020,3,3,0.2,1e-07,50,0.5961399295799572,1.525115701476591,-0.1157555791543337
8,41,2021,4,1,0.3,1e-05,49,0.5212048058961077,1.310885487640141,1.0463572190034272
8,43,2023,1,4,0.0,1e-08,44,0.6269873827155032,1.4289351664836771,0.6043865539551971
8,44,2024,2,1,0.1,1e-05,50,0.6225227872164375,1.3429076557126265,0.91649808748525
9,1,1981,1,4,0.0,1e-08,50,0.3863738252525442,0.7556754967501439,0.0918928026112891
9,2,1982,1,1,0.0,1e-05,25,0.4499748949450497,0.8072323358452624,1.280518065386243
9,4,1984,1,3,0.0,1e-07,50,0.5953046360778452,1.0325442355297436,1.884248801937882
9,5,1985,3,4,0.2,1e-08,50,0.7794610317285067,1.0686009078977043,0.8468500552250858
9,6,1986,2,4,0.1,1e-08,50,0.8230494633847117,1.1092552016168509,1.414640901408259
9,7,1987,4,4,0.3,1e-08,50,0.8539905529293652,1.1426295765552448,0.8671204333485055
9,8,1988,1,2,0.0,1e-06,50,0.862240993748472,1.1093218497401618,1.1042464364467308
9,9,1989,1,1,0.0,1e-05,47,0.9526425271265916,1.135453709022135,1.5559146659943104
9,10,1990,3,4,0.2,1e-08,50,1.0292628141466464,1.329008648155769,1.8027522497482251
9,11,1991,1,4,0.0,1e-08,50,1.2456665109409273,1.3669157322103265,1.1795059103499113
9,12,1992,2,2,0.1,1e-06,46,1.5233572738031975,1.2793587434380995,1.4073870320285224
9,13,1993,3,1,0.2,1e-05,16,1.3501196285453068,1.0468863750723325,1.1984857775740043
9,14,1994,1,4,0.0,1e-08,50,1.2870898295826452,1.406317755275752,2.2791733100900142
9,15,1995,3,3,0.2,1e-07,50,1.233312083964984,1.46367389039962,1.1916377966733602
9,16,1996,1,3,0.0,1e-07,50,1.2710989206022152,1.5467065502512485,1.6998567360310468
9,18,1998,1,4,0.0,1e-08,50,1.27403099167101,1.6316626237034957,1.230242838174011
9,19,1999,2,1,0.1,1e-05,50,1.1387882944212155,1.616938381577509,1.7356317943543156
9,20,2000,3,1,0.2,1e-05,7,1.1351429384297629,1.0732716799212438,1.0681154478963844
9,21,2001,2,2,0.1,1e-06,12,1.174685293050331,1.241983285462028,0.2178783473042565
9,22,2002,1,4,0.0,1e-08,50,0.9200287369161028,1.7930836513385298,1.0759428343805262
9,24,2004,1,4,0.0,1e-08,50,0.7554684899633956,1.8753861192741712,1.2036767955792127
9,25,2005,1,1,0.0,1e-05,5,0.675506051337241,0.8993533125254928,0.5489327434640171
9,26,2006,1,4,0.0,1e-08,50,0.6875492770664267,1.9120280599141488,0.8454360083570858
9,27,2007,1,3,0.0,1e-07,50,0.6413500213881298,1.9047565576898824,0.4812339545302014
9,28,2008,1,2,0.0,1e-06,50,0.5749585866941912,1.7852070472895003,0.2585104619978061
9,29,2009,1,1,0.0,1e-05,5,0.4932577337575504,0.8445325249170016,0.9081185316012856
9,30,2010,1,2,0.0,1e-06,50,0.5055723892308555,1.6695142339147075,0.9418691495492724
9,31,2011,1,3,0.0,1e-07,50,0.4660055542887896,1.704342462643683,0.6469813428250736
9,32,2012,1,3,0.0,1e-07,50,0.8231356120321995,1.650369430178846,0.5083902283414229
9,33,2013,1,2,0.0,1e-06,50,0.7876299184893385,1.566415343980267,0.639088453358529
9,34,2014,1,2,0.0,1e-06,50,0.7351963866574017,1.512396861798356,0.3097261862257999
9,35,2015,1,1,0.0,1e-05,50,0.6206787370600952,1.362453671491566,0.8971236517948008
9,38,2018,1,1,0.0,1e-05,50,0.5274500709937419,1.266918245571449,-0.2300191971988568
9,39,2019,1,1,0.0,1e-05,50,0.467742933037599,1.235906053348703,0.1978215306302875
9,40,2020,1,1,0.0,1e-05,50,0.3341653871810038,1.2710215228971282,0.6066687493994192
9,43,2023,1,1,0.0,1e-05,50,0.4592313923395518,1.2343858867521735,0.4559203461394493
9,44,2024,1,1,0.0,1e-05,50,0.4119883544071803,1.2253136022183353,0.3158893202250554
