date,long_ret,short_ret,ls_ret
1972-11-30,0.0802055481411813,0.06140836009626526,0.018797188044916043
1972-12-31,-0.010384106805814653,0.015087753088573191,-0.025471859894387845
1973-01-31,-0.07977328081276677,0.0035204726226918696,-0.08329375343545864
1973-02-28,-0.05981986441817474,-0.04021616444833821,-0.019603699969836526
1973-03-31,-0.012777158054998763,0.00224518249437336,-0.015022340549372123
1973-04-30,-0.07339325085549295,-0.03215472065882617,-0.041238530196666776
1973-05-31,-0.12543954947659375,-0.023780851359018106,-0.10165869811757564
1973-06-30,-0.07836588848175981,-0.0011346949220731536,-0.07723119355968665
1973-07-31,0.14979025393885362,0.014291312095858169,0.13549894184299544
1973-08-31,-0.0465126641227008,-0.034781050652828036,-0.011731613469872768
1973-09-30,0.09415571276684122,0.030964527180072764,0.06319118558676845
1973-10-31,-0.0038150051288196414,-0.0009744929194119055,-0.002840512209407736
1973-11-30,-0.08833138724333636,-0.20091008020894163,0.11257869296560527
1973-12-31,0.0006525774559233092,-0.03520293503265696,0.035855512488580266
1974-01-31,-0.008911723476779428,0.09768954891576412,-0.10660127239254355
1974-02-28,0.007462237138365576,0.005091337699543808,0.002370899438821768
1974-03-31,-0.025112952334748067,0.02741362868662825,-0.05252658102137632
1974-04-30,-0.052515061458269986,-0.060947921286248256,0.00843285982797827
1974-05-31,-0.022679988011730545,-0.08965372216797822,0.06697373415624767
1974-06-30,-0.017044237227011167,-0.04316046642872857,0.0261162292017174
1974-07-31,-0.0715116421575505,-0.06113558368940959,-0.010376058468140908
1974-08-31,-0.04748349843838429,-0.09789130087531031,0.05040780243692602
1974-09-30,-0.06408366606951371,-0.06611173849081123,0.0020280724212975165
1974-10-31,0.14306624302585294,0.10671279109517648,0.03635345193067646
1974-11-30,-0.05264789507385146,-0.040820747620973194,-0.011827147452878266
1974-12-31,-0.02117366077652963,-0.1051213234087824,0.08394766263225277
1975-01-31,0.11212826782190202,0.3911199378041407,-0.2789916699822387
1975-02-28,0.06960521496424538,0.058233565093541995,0.011371649870703382
1975-03-31,0.010994144818125228,0.14119866036993856,-0.13020451555181334
1975-04-30,0.0469554764692572,0.03156625858174071,0.015389217887516488
1975-05-31,0.04896710414774048,0.063947820106825,-0.014980715959084519
1975-06-30,0.044888710864331494,0.06534448367148128,-0.02045577280714979
1975-07-31,-0.06303274261024655,-0.04354150431827461,-0.01949123829197194
1975-08-31,-0.016127872832500546,-0.06279298489186942,0.04666511205936888
1975-09-30,-0.025791574083473087,-0.061203862750472786,0.0354122886669997
1975-10-31,0.06851523285411226,0.051368791583441854,0.017146441270670408
1975-11-30,0.027209521815613837,0.03868243458603956,-0.011472912770425722
1975-12-31,-0.008601744640735721,-0.015662388019440508,0.007060643378704786
1976-01-31,0.2375454553952634,0.11694340308433063,0.12060205231093277
1976-02-29,0.05770157725909479,-0.005152205211638614,0.06285378247073341
1976-03-31,0.009638702034182023,0.01964352477193142,-0.010004822737749398
1976-04-30,-0.015038370260556138,-0.01542695896710633,0.0003885887065501921
1976-05-31,-0.004396185247176493,-0.01608317131787258,0.011686986070696086
1976-06-30,0.0320338535828808,0.046541989154156665,-0.014508135571275865
1976-07-31,-0.019792758455052996,-0.013541677414309127,-0.006251081040743869
1976-08-31,-0.018230444763581446,0.004476145718616306,-0.022706590482197753
1976-09-30,0.012006083639897691,0.025045267480884065,-0.013039183840986374
1976-10-31,-0.04210498196940159,-0.02012988611274695,-0.021975095856654643
1976-11-30,0.026207800348947256,-0.002761299393953507,0.028969099742900763
1976-12-31,0.11435492456496753,0.04564660307111965,0.06870832149384787
1977-01-31,0.02282971922901745,-0.046793108693268005,0.06962282792228545
1977-02-28,-0.010935511116858459,-0.016026120787131993,0.005090609670273534
1977-03-31,-0.0048193154691146605,-0.01343173085160775,0.008612415382493091
1977-04-30,-0.008854183843091345,-0.005328138338341915,-0.00352604550474943
1977-05-31,-0.018650598470036923,-0.012062904012568643,-0.00658769445746828
1977-06-30,0.06552580366998817,0.050028269024434795,0.015497534645553375
1977-07-31,-0.014992295472557328,-0.013989482561511652,-0.0010028129110456752
1977-08-31,-0.005652386638521788,-0.0008811734019502815,-0.004771213236571507
1977-09-30,-0.020054032692014855,-0.0007347059889956558,-0.0193193267030192
1977-10-31,-0.019972008727395903,-0.042081863153570674,0.02210985442617477
1977-11-30,0.0831097306397537,0.035175196011645996,0.047934534628107706
1977-12-31,-0.01831787585864485,0.006788780944786122,-0.025106656803430973
1978-01-31,-0.006994655815209946,-0.06037217115261128,0.053377515337401336
1978-02-28,-0.02532679768419277,-0.017942946438583914,-0.0073838512456088565
1978-03-31,0.07225293969777188,0.015191545794654955,0.05706139390311693
1978-04-30,0.0656295145600655,0.10205991818087529,-0.03643040362080979
1978-05-31,0.09263000382947861,0.013251570692412427,0.07937843313706619
1978-06-30,0.009533623514463,-0.019681016498778754,0.029214640013241755
1978-07-31,0.03998326300342286,0.06504430639504985,-0.025061043391626993
1978-08-31,0.10254195880728156,0.03773897618651958,0.06480298262076198
1978-09-30,-0.018344592015955875,-0.011468712206367963,-0.006875879809587912
1978-10-31,-0.21366060047736102,-0.08807507099191925,-0.12558552948544177
1978-11-30,0.09969613217208428,0.030517038876813292,0.069179093295271
1978-12-31,-0.02176335758227437,0.029119031357986134,-0.05088238894026051
1979-01-31,0.0971243496217711,0.03518487842510058,0.06193947119667052
1979-02-28,-0.03943617197928158,-0.027763586017963963,-0.011672585961317615
1979-03-31,0.07117816659629925,0.055728397316071154,0.015449769280228093
1979-04-30,0.00013200725995537316,0.004324972507194018,-0.004192965247238645
1979-05-31,-0.027012586008491216,-0.018645883930183314,-0.008366702078307902
1979-06-30,0.04252429861006246,0.0381122293643506,0.004412069245711858
1979-07-31,0.0033270512855843376,0.007025252990129162,-0.0036982017045448243
1979-08-31,0.05874933578785718,0.0626496578659269,-0.003900322078069715
1979-09-30,-0.015900466409817664,0.002634562994868258,-0.01853502940468592
1979-10-31,-0.12089123214646234,-0.05726681654030702,-0.06362441560615532
1979-11-30,0.06603539892609127,0.0723880494323394,-0.006352650506248128
1979-12-31,0.0257669825934641,0.03430467497293656,-0.008537692379472456
1980-01-31,0.0549117155558406,0.07307310898027086,-0.01816139342443026
1980-02-29,0.003931339855999947,0.020456515915024953,-0.016525176059025006
1980-03-31,-0.1739688972339248,-0.13019003117266656,-0.04377886606125825
1980-04-30,0.06545905709896498,0.047805594939209786,0.01765346215975519
1980-05-31,0.04385307084866351,0.05257904347437499,-0.008725972625711481
1980-06-30,0.027606021411432966,0.045654833186084834,-0.01804881177465187
1980-07-31,0.08724074097526026,0.06215336505400074,0.025087375921259515
1980-08-31,0.03859031834037323,0.01311851146871779,0.02547180687165544
1980-09-30,0.023083689633619373,0.03906745735188114,-0.01598376771826177
1980-10-31,-0.005717855814620697,0.01071717136210543,-0.016435027176726128
1980-11-30,0.0489787192558127,0.1504485389106448,-0.1014698196548321
1980-12-31,-0.05035127953953215,-0.044678916215160014,-0.005672363324372133
1981-01-31,0.01588059603300214,-0.08170597974411564,0.09758657577711778
1981-02-28,0.032059955308447685,0.01604859149992376,0.016011363808523926
1981-03-31,0.039612493807937646,0.03474161761628031,0.004870876191657339
1981-04-30,0.022438288887141847,-0.035013402809089475,0.05745169169623132
1981-05-31,0.007866347670730193,-0.0009226018477290661,0.008788949518459259
1981-06-30,-0.011915580683066323,-0.012133958539800503,0.00021837785673418063
1981-07-31,-0.016969419677376744,0.011362667136694857,-0.0283320868140716
1981-08-31,-0.0802079715989313,-0.06508194314402861,-0.015126028454902685
1981-09-30,-0.06007710614875254,-0.07374918666448634,0.013672080515733792
1981-10-31,0.02413679216242489,0.10335352649752186,-0.07921673433509696
1981-11-30,0.038787687458928966,0.03874607590801184,4.1611550917128315e-05
1981-12-31,-0.026618342379441717,-0.045725572741695704,0.019107230362253987
1982-01-31,-0.015865426731995282,-0.03821351643479275,0.02234808970279747
1982-02-28,-0.014031985451403599,-0.08645539663340943,0.07242341118200582
1982-03-31,-0.013419153234724151,-0.018892557922137017,0.005473404687412866
1982-04-30,0.029008257868630843,0.051456853839614874,-0.02244859597098403
1982-05-31,-0.036421036080134334,-0.021615887234644218,-0.014805148845490116
1982-06-30,-0.026809886690677402,-0.033255382680670326,0.0064454959899929234
1982-07-31,-0.028369993752143233,-0.034740751375271155,0.006370757623127922
1982-08-31,0.06610186138396973,0.13344422658430266,-0.06734236520033293
1982-09-30,0.01323112310758047,0.007824902444178808,0.0054062206634016615
1982-10-31,0.14340361594914197,0.11590559589077135,0.027498020058370626
1982-11-30,0.05865838950184567,0.04300998726893535,0.015648402232910315
1982-12-31,0.00032482475405570983,0.024282546450207373,-0.023957721696151665
1983-01-31,0.18899919473538357,0.041515451112382355,0.1474837436230012
1983-02-28,0.03242262165280281,0.0323082022325811,0.00011441942022170914
1983-03-31,0.04642084541931231,0.037470270699208344,0.008950574720103965
1983-04-30,0.05996776637698023,0.06840411700782525,-0.008436350630845024
1983-05-31,0.11803405067198111,0.0018245414743957057,0.11620950919758541
1983-06-30,0.08501267502180021,0.055360738991116744,0.029651936030683466
1983-07-31,-0.02147642830888778,-0.04921047395043625,0.02773404564154847
1983-08-31,-0.0031645368089733786,-0.017214423547830135,0.014049886738856756
1983-09-30,0.007528870167611786,0.009147593112356798,-0.0016187229447450126
1983-10-31,-0.06241737144263272,-0.02583905051918673,-0.03657832092344599
1983-11-30,-0.06520588007822108,0.04457875472876973,-0.1097846348069908
1983-12-31,0.03675358927738173,-0.01789297083161124,0.05464656010899297
1984-01-31,0.032396557614337795,-0.034210760837973746,0.06660731845231155
1984-02-29,-0.03516328758596613,-0.06767749445655917,0.03251420687059304
1984-03-31,-0.015882356711478106,0.020479421346766648,-0.036361778058244754
1984-04-30,-0.04285893451643046,-0.0035884026540464737,-0.03927053186238399
1984-05-31,-0.049005757825581905,-0.06489358664095572,0.015887828815373817
1984-06-30,-0.023357550101774087,0.024587132804591363,-0.04794468290636545
1984-07-31,-0.07008352681257599,-0.02056232930030162,-0.049521197512274365
1984-08-31,0.011446231887281834,0.11551695982916632,-0.10407072794188449
1984-09-30,-0.016820223965897208,-0.0359681103321652,0.019147886366267994
1984-10-31,-0.055686350956562214,0.00860107355258381,-0.06428742450914603
1984-11-30,-0.03143921430754383,-0.024479971935760174,-0.006959242371783657
1984-12-31,0.03601282938271614,0.010641348224831218,0.02537148115788492
1985-01-31,0.09939807193701838,0.06147464900538536,0.037923422931633026
1985-02-28,0.003628182541180666,-0.006959407368278283,0.010587589909458949
1985-03-31,-0.024745923184498038,-0.0514662401140534,0.026720316929555364
1985-04-30,-0.016812092252670763,-0.05258296650327263,0.03577087425060187
1985-05-31,0.06620644978057458,-0.009408013608864983,0.07561446338943956
1985-06-30,0.020465688260334233,-0.03256328241764513,0.05302897067797936
1985-07-31,0.00768365464138805,0.011309088671181694,-0.0036254340297936435
1985-08-31,-0.011901582399605919,-0.03125694706684668,0.019355364667240763
1985-09-30,-0.03571480633177508,-0.06694656674562505,0.031231760413849965
1985-10-31,0.04299515388056494,0.046690049479260226,-0.0036948955986952844
1985-11-30,0.09956348584990704,0.08246075603930737,0.017102729810599668
1985-12-31,0.05517183391746998,0.10932970254862055,-0.054157868631150574
1986-01-31,0.023889906727275777,-0.023988184141697986,0.047878090868973766
1986-02-28,0.08225189227325419,0.003581575591772415,0.07867031668148178
1986-03-31,0.06044730089471382,0.004682917587840065,0.055764383306873756
1986-04-30,-0.014892395485171257,0.030273711757002456,-0.04516610724217371
1986-05-31,0.04829552255554153,-0.01507889100375427,0.0633744135592958
1986-06-30,0.007034968163883269,-0.036962838124002105,0.043997806287885376
1986-07-31,-0.08470853756009782,-0.09466756614287347,0.009959028582775656
1986-08-31,0.05034975000907875,0.054281154653839994,-0.003931404644761244
1986-09-30,-0.11244506308225678,-0.031363862155892756,-0.08108120092636403
1986-10-31,0.07226361855565597,-0.07911095383171173,0.15137457238736768
1986-11-30,0.015341115694393156,0.03419415931960387,-0.018853043625210716
1986-12-31,-0.03510376288483442,-0.0558103707861713,0.020706607901336882
1987-01-31,0.14682750794065763,0.0742913650867075,0.07253614285395013
1987-02-28,0.07191868340799115,0.035335647974042664,0.03658303543394849
1987-03-31,0.01610902946705643,0.07585827213771255,-0.05974924267065612
1987-04-30,-0.004124955544197702,0.04133912100176566,-0.04546407654596336
1987-05-31,0.008523310594742995,0.009262893042701573,-0.0007395824479585773
1987-06-30,0.027468709155106786,0.03709661314524834,-0.009627903990141556
1987-07-31,0.033816700452586904,0.001020843201403245,0.03279585725118366
1987-08-31,0.04742570249169059,0.0582167419257896,-0.010791039434099009
1987-09-30,-0.031374175538220826,-0.07060424557010148,0.03923007003188065
1987-10-31,-0.2833337826576425,-0.1800165037217779,-0.10331727893586456
1987-11-30,-0.06642774957606068,-0.10461901698509968,0.038191267409039
1987-12-31,0.10247390609523821,0.03767955797671918,0.06479434811851903
1988-01-31,0.02134784951537188,-0.023655709980006556,0.04500355949537843
1988-02-29,0.10170222298122292,0.053993718016637895,0.04770850496458502
1988-03-31,-0.006309226312500938,-0.08169422424162277,0.07538499792912183
1988-04-30,0.027232067561867013,0.05080469452290601,-0.023572626961038994
1988-05-31,-0.002264178375302474,-0.00011552586946321985,-0.002148652505839254
1988-06-30,0.09109266150275236,0.06975773554271765,0.02133492596003471
1988-07-31,-0.022021997607282337,-0.011445118598301083,-0.010576879008981254
1988-08-31,-0.04021007506147796,-0.0585833863078458,0.01837331124636784
1988-09-30,0.046528166289460375,-0.0015044117374165746,0.04803257802687695
1988-10-31,-0.01677536651606695,0.031415471213226395,-0.04819083772929335
1988-11-30,-0.01301431061528834,-0.026039246948791134,0.013024936333502794
1988-12-31,0.025717237380630496,0.027403110154558413,-0.0016858727739279163
1989-01-31,0.07456497015112715,0.07146451308386018,0.0031004570672669707
1989-02-28,-0.005572387385401157,-0.05856488055541789,0.05299249317001674
1989-03-31,0.019667560321594023,-0.09875786055562337,0.11842542087721739
1989-04-30,0.0516655176272047,-0.0035294891024086677,0.05519500672961337
1989-05-31,0.0700490618812511,-0.02679396916241784,0.09684303104366894
1989-06-30,-0.02452896604114356,0.0180376696199192,-0.04256663566106276
1989-07-31,0.07594396380550157,0.032909740055666735,0.043034223749834837
1989-08-31,0.04102190448791307,0.0008544194789291633,0.04016748500898391
1989-09-30,0.009548752508800827,-0.06538583043645606,0.07493458294525689
1989-10-31,-0.05038892879857143,-0.08121529816841938,0.03082636936984795
1989-11-30,0.003771033345897363,-0.08889087152914839,0.09266190487504575
1989-12-31,0.006450009304676821,0.054839644183140586,-0.04838963487846377
1990-01-31,-0.09657910001822423,-0.05924797943591694,-0.03733112058230729
1990-02-28,0.04397746480697543,0.01659440763445434,0.027383057172521093
1990-03-31,0.036174382979854904,-0.02584657103933101,0.06202095401918591
1990-04-30,-0.03495759707510911,-0.04892458849565862,0.01396699142054951
1990-05-31,0.13692762018132126,-0.008102389375815401,0.14503000955713666
1990-06-30,-0.0033556525125387738,-0.018181195297443678,0.014825542784904904
1990-07-31,-0.047232265430156115,-0.0400706827870664,-0.007161582643089713
1990-08-31,-0.12031360437451485,-0.11694169737335049,-0.0033719070011643676
1990-09-30,-0.1068412384058107,-0.04728172027920128,-0.059559518126609416
